Total_Loss	Data_Loss	Mass_Loss
9.106172248721122742e-03	6.221593357622623444e-04	8.481685072183609009e-03
9.528904221951961517e-03	5.000770324841141701e-04	9.026912972331047058e-03
1.123292930424213409e-02	2.805071650072932243e-03	8.427857421338558197e-03
1.046224124729633331e-02	8.803670061752200127e-04	9.579483419656753540e-03
1.103966124355792999e-02	9.323580306954681873e-04	1.010509766638278961e-02
1.104222424328327179e-02	8.717262535355985165e-04	1.016810722649097443e-02
2.496837079524993896e-02	3.702859161421656609e-03	2.126551233232021332e-02
2.440951764583587646e-02	3.584228921681642532e-03	2.082528918981552124e-02
1.277381926774978638e-02	1.102067995816469193e-03	1.166923251003026962e-02
1.072723884135484695e-02	9.709070436656475067e-04	9.753941558301448822e-03
1.929635740816593170e-02	3.876834642142057419e-03	1.541952230036258698e-02
9.782841429114341736e-03	9.729534504003822803e-04	8.809887804090976715e-03
8.789420127868652344e-03	9.442466543987393379e-04	7.845173589885234833e-03
8.721673861145973206e-03	1.063023461028933525e-03	7.658650167286396027e-03
8.391760289669036865e-03	9.074658155441284180e-04	7.484294474124908447e-03
9.390074759721755981e-03	1.039213268086314201e-03	8.350861258804798126e-03
7.316921837627887726e-03	7.880434859544038773e-04	6.528878118842840195e-03
8.108004927635192871e-03	8.639229927211999893e-04	7.244081702083349228e-03
6.519204936921596527e-03	6.867867778055369854e-04	5.832418333739042282e-03
9.199433028697967529e-03	1.071639824658632278e-03	8.127792738378047943e-03
6.567681673914194107e-03	6.948594236746430397e-04	5.872822366654872894e-03
9.200762957334518433e-03	1.001116354018449783e-03	8.199647068977355957e-03
6.485291291028261185e-03	6.889404030516743660e-04	5.796351004391908646e-03
6.196247879415750504e-03	6.239591166377067566e-04	5.572288762778043747e-03
